"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Parabacteroides_distasonis"	"ACVD"	"1"	"ACVD1"	0.276564277237931	0	0.615931678739982	0.653418827992191	0.99226875059997	0.000225967981343739	0.0239067574465116	NA	"prevalence"	382	368
"GGB51510_SGB71883"	"ACVD"	"1"	"ACVD1"	-0.128344031089155	-0.0189389603225172	0.249465537006606	0.66630550889793	0.994248594645594	0.000135330015587841	0.0176412341748436	NA	"abundance"	382	73
"Longicatena_caecimuris"	"ACVD"	"1"	"ACVD1"	0.213880922616994	-0.0189389603225172	0.538173640183103	0.667663792200653	0.994553206081238	0.000124976440617727	0.0165877821183529	NA	"abundance"	382	79
"Clostridium_methylpentosum"	"ACVD"	"1"	"ACVD1"	0.0765793377478318	-0.0189389603225172	0.231122917959266	0.685497499609803	0.998074277088865	0.00146427206756232	0.0945945671965038	NA	"abundance"	382	56
"GGB9619_SGB15066"	"ACVD"	"1"	"ACVD1"	-0.156734052912509	-0.0189389603225172	0.356659050175664	0.702978422024656	0.998074277088865	0.000334311899156427	0.0320361394536938	NA	"abundance"	382	46
"GGB9618_SGB15065"	"Reads"	"Reads"	"Reads"	-0.0771541001365037	0	0.209738563411445	0.712978792850161	0.998074277088865	0.00028152070947834	0.0274013490558918	NA	"prevalence"	382	31
"Schaalia_SGB17168"	"ACVD"	"1"	"ACVD1"	0.0655677992311007	-0.0189389603225172	0.266926615938904	0.755020291041605	0.99954738234389	0.000000481421026906148	0.000175718674820744	NA	"abundance"	382	78
"Collinsella_aerofaciens"	"ACVD"	"1"	"ACVD1"	-0.0675170323463822	0	0.239619084632494	0.778121274680984	0.99954738234389	0.000252109655081275	0.0259211335506099	NA	"prevalence"	382	238
"Limosilactobacillus_fermentum"	"ACVD"	"1"	"ACVD1"	-0.413893723312456	-0.0189389603225172	1.48091406808105	0.791453343761156	0.99991872571071	0.000016130814455778	0.00309881435597841	NA	"abundance"	382	43
"Bacteroides_stercoris"	"ACVD"	"1"	"ACVD1"	0.0745053812311266	0	0.283080097286347	0.792399971238562	0.99991872571071	0.000928644323266518	0.0684757935337938	NA	"prevalence"	382	299
"Actinomyces_sp_ph3"	"ACVD"	"1"	"ACVD1"	-0.0188205111950914	-0.0189389603225172	0.221763356631924	0.999582257063723	1	0.0000000371602634355886	0.0000266183592344717	NA	"abundance"	382	76
"Gemella_haemolysans"	"ACVD"	"1"	"ACVD1"	-0.0275545141771842	-0.0189389603225172	0.595952256121905	0.9886059091899	1	0.000417785374624789	0.0371930882287922	NA	"abundance"	382	38
"Klebsiella_quasipneumoniae"	"ACVD"	"1"	"ACVD1"	-0.121713142935739	-0.0189389603225172	0.395997317963745	0.796577688224084	1	0.000123928824285873	0.0165877821183529	NA	"abundance"	382	124
"Oribacterium_parvum"	"ACVD"	"1"	"ACVD1"	0.112747680643597	-0.0189389603225172	0.504026203950372	0.796575284771917	1	0.000161150324993526	0.0199389385161482	NA	"abundance"	382	34
"Streptococcus_infantarius"	"ACVD"	"1"	"ACVD1"	0.205751171451212	-0.0189389603225172	0.928383320766804	0.810548140646296	1	0.000220358340000527	0.0239067574465116	NA	"abundance"	382	36
"Lachnospira_eligens"	"ACVD"	"1"	"ACVD1"	0.0281227184488203	0	0.279917883818497	0.919972989355977	1	0.0000000696911058932041	0.0000403994299711577	NA	"prevalence"	382	281
"Roseburia_inulinivorans"	"BMI"	"BMI"	"BMI"	-0.0131233926446437	0	0.150400245053426	0.930467663553048	1	0.00016565177265746	0.0201542990066576	NA	"prevalence"	382	313
"Streptococcus_salivarius"	"ACVD"	"1"	"ACVD1"	-0.11612787993704	0	0.536697218578923	0.8286954238289	1	0.0000000100557024676267	0.0000122344380022791	NA	"prevalence"	382	361
